1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.004719,-0.003682,0.005641,-0.003653,-0.000080,-0.013236,-0.033557,-0.003598,0.493629,0.624858,0.638363,0.656320,0.665004,0.655161,0.700597,0.637180
-0.008044,-0.010013,0.009407,-0.009702,-0.000885,-0.023412,-0.038536,-0.003478,0.450171,0.585276,0.584805,0.614629,0.624711,0.625532,0.692832,0.635145
